Entity,Code,Year,SF₆ gases (tonnes),PFC gases (tonnes),HFC gases (tonnes),Nitrous oxide (N₂O) (tonnes),Methane (CH₄) (tonnes),Carbon Dioxide (CO₂) (tonnes)
Dominican Republic,DOM,1979,,,,1695771.3,5354870,6809619
Dominican Republic,DOM,1980,,,,1610341.5,5398540,6457587
Dominican Republic,DOM,1981,,,,1509340.4000000001,5224860,6167894
Dominican Republic,DOM,1982,,,,1663075.5999999999,5498030,6340243
Dominican Republic,DOM,1983,,,,1756993.2,5775230,7913386
Dominican Republic,DOM,1984,,,,1829021.7,5813790,7444010
Dominican Republic,DOM,1985,,,,1771795.7,5750560,7293663
Dominican Republic,DOM,1986,,,,1806118.9,5739940,8181077
Dominican Republic,DOM,1987,,,,1898551.6,5793440,9754220
Dominican Republic,DOM,1988,,,,1921792.3,5818830,9834894
Dominican Republic,DOM,1989,,,,2098300.1,6053580,10366609
Dominican Republic,DOM,1990,0,0,0,2129910.8000000003,6003020,9229839
Dominican Republic,DOM,1991,,,,2277907.9000000004,6270910,10043913
Dominican Republic,DOM,1992,,,,2254431.6,7003660,10923993
Dominican Republic,DOM,1993,,,,2295736,6815300,11763736
Dominican Republic,DOM,1994,,,,2371735.6,6718430,12475134
Dominican Republic,DOM,1995,,,,2397614.4,6761380,15885444
Dominican Republic,DOM,1996,,,,2494061.6,6970820,17326575
Dominican Republic,DOM,1997,,,,2549554.7,6948170,18001303
Dominican Republic,DOM,1998,,,,2483565,6956290,18397339
Dominican Republic,DOM,1999,,,,2210244.2,6222550,18562354
Dominican Republic,DOM,2000,0,0,0,2222656.5999999996,6236760,19790799
Dominican Republic,DOM,2001,,,,2343007.9,6586180,19816468
Dominican Republic,DOM,2002,,,,2381807.5,6719890,21330939
Dominican Republic,DOM,2003,,,,2337992.1,6640310,21514289
Dominican Republic,DOM,2004,,,,2303324.8,6721980,18309331
Dominican Republic,DOM,2005,0,0,0,2331500.7,6692430,18639361
Dominican Republic,DOM,2006,,,,2409357.1999999997,6742770,19783465
Dominican Republic,DOM,2007,,,,2424556.5,6724890,21173258
Dominican Republic,DOM,2008,0,0,0,2419488,6730430,20711216
Dominican Republic,DOM,2009,,,,2144555.1999999997,6954390,20227172
Dominican Republic,DOM,2010,0,0,0,2147456.8,6726430,21022911
Dominican Republic,DOM,2011,,,,2168931.3680000002,6793694.3,21228263
Dominican Republic,DOM,2012,,,,2190405.936,6860958.6,22123011
Dominican Republic,DOM,2013,,,,,,21440949
Dominican Republic,DOM,2014,,,,,,21539958
Early-demographic dividend,,1960,,,,,,582183365.48219
Early-demographic dividend,,1961,,,,,,606142938.144063
Early-demographic dividend,,1962,,,,,,641190788.4448049
Early-demographic dividend,,1963,,,,,,671869717.674937
Early-demographic dividend,,1964,,,,,,716683604.530826
Early-demographic dividend,,1965,,,,,,768296144.020763
Early-demographic dividend,,1966,,,,,,807440485.768749
Early-demographic dividend,,1967,,,,,,877563949.534177
Early-demographic dividend,,1968,,,,,,972043892.609464
Early-demographic dividend,,1969,,,,,,1021630591.59807
Early-demographic dividend,,1970,,,,419363468.37969995,1399068965.91,1098450154.1198
Early-demographic dividend,,1971,,,,393807398.8676,1358570711.5,1171859551.16625
Early-demographic dividend,,1972,,,,446843318.2497,1472206342.53,1224906054.95049
Early-demographic dividend,,1973,,,,441930509.50009996,1481379637.5,1347948991.1399
Early-demographic dividend,,1974,,,,420054937.556,1444057567.9299998,1399948247.22897
Early-demographic dividend,,1975,,,,435257436.8862,1450676786.32,1430968187.4116702
Early-demographic dividend,,1976,,,,460782299.07960004,1517991783.07,1555575996.32897
Early-demographic dividend,,1977,,,,508688267.9615,1619406222.0900002,1666901658.89072
Early-demographic dividend,,1978,,,,502734741.19909996,1586560228.53,1749878457.13291
Early-demographic dividend,,1979,,,,528967705.33360004,1613724867.8600001,1848615759.27757
Early-demographic dividend,,1980,,,,550715514.0668,1636437263.21,1938021640.54968
Early-demographic dividend,,1981,,,,545044387.062,1604651151.98,2012198920.4721599
Early-demographic dividend,,1982,,,,696732608.1688,1938576261.31,2102818927.1366
Early-demographic dividend,,1983,,,,641271867.122,1747818496.8600001,2158703384.48115
Early-demographic dividend,,1984,,,,585061955.951,1614192470.14,2234946604.75377
Early-demographic dividend,,1985,,,,587565107.2842001,1623054803.25,2354466650.12223
Early-demographic dividend,,1986,,,,637329487.5804,1731865715.57,2473250511.52263
Early-demographic dividend,,1987,,,,711894974.527,1877201823.3,2573525705.83092
Early-demographic dividend,,1988,,,,634883684.071,1717212289.41,2700345921.01872
Early-demographic dividend,,1989,,,,629839231.2049999,1746215006.8000002,2827455213.68088
Early-demographic dividend,,1990,,,,692071110.7369,1835477455.6,2851174984.04424
Early-demographic dividend,,1991,,,,756350083.9302,2009284179.8,3077550432.3551197
Early-demographic dividend,,1992,,,,797156318.2919,2033203545.2,3173489861.2699804
Early-demographic dividend,,1993,,,,731081778.8218,1893127290.3,3330373204.10115
Early-demographic dividend,,1994,,,,777583371.2515,2019032026.6,3448305263.93148
Early-demographic dividend,,1995,,,,745982952.3364,1912841264.2,3500968894.8411803
Early-demographic dividend,,1996,,,,743485407.099,1914984762,3684279405.1051803
Early-demographic dividend,,1997,,,,1034359599.452,2660169989,3784619025
Early-demographic dividend,,1998,,,,855888931.315,2069979372.8,3885534865
Early-demographic dividend,,1999,,,,791865747.6869999,2014989908.8000002,4080692605
Early-demographic dividend,,2000,,,,748640323.66,1976094068.6000001,4236793127.9999995
Early-demographic dividend,,2001,,,,747864312.595,2047911194.2,4289755609
Early-demographic dividend,,2002,,,,790172179.4020001,2187908880.2,4370301264
Early-demographic dividend,,2003,,,,761221952.071,2120768242,4598872708
Early-demographic dividend,,2004,,,,812996261.35,2228019065.2000003,4833377358
Early-demographic dividend,,2005,,,,845609877.814,2293015296.1,5002701083
Early-demographic dividend,,2006,,,,922776667.556,2514566609.5,5278881188
Early-demographic dividend,,2007,,,,808983310.42,2267844046.1,5489631012
Early-demographic dividend,,2008,,,,810478399.872,2304172502.1000004,5868138752
Early-demographic dividend,,2009,,,,843750960.861,2393207217.9,6099152418
Early-demographic dividend,,2010,24970797.332685098,8169399.45579254,48573861.646166295,835325495.196,2338177379.6,6167446626
Early-demographic dividend,,2011,,,,844217915.235624,2360297859.34661,6501539662
Early-demographic dividend,,2012,,,,853110335.275248,2382393259.0932198,6881092497
Early-demographic dividend,,2013,,,,,,6722579088
Early-demographic dividend,,2014,,,,,,7079254545.8090105
East Asia & Pacific,,1960,,,,,,1210071825.10335
East Asia & Pacific,,1961,,,,,,1041180505.08214
East Asia & Pacific,,1962,,,,,,948555162.295365
East Asia & Pacific,,1963,,,,,,991794622.478287
East Asia & Pacific,,1964,,,,,,1046001612.95185
East Asia & Pacific,,1965,,,,,,1134631207.21679
East Asia & Pacific,,1966,,,,,,1230384455.03114
East Asia & Pacific,,1967,,,,,,1241556911.1479099
East Asia & Pacific,,1968,,,,,,1376913791.81704
East Asia & Pacific,,1969,,,,,,1608550078.05351
East Asia & Pacific,,1970,,,,377661199.922788,1473797705.044,1971531758.54444
East Asia & Pacific,,1971,,,,355243981.44458604,1460523382.614,2127031634.33671
East Asia & Pacific,,1972,,,,417740070.00854796,1566962392.707,2264146339.62922
East Asia & Pacific,,1973,,,,415587492.37608397,1536218314.8119998,2412761035.73594
East Asia & Pacific,,1974,,,,381371948.56804997,1487481489.938,2434009166.91184
East Asia & Pacific,,1975,,,,396653077.997608,1519492546.8109999,2570142391.50683
East Asia & Pacific,,1976,,,,424977022.312096,1562340896.3860002,2701949693.63129
East Asia & Pacific,,1977,,,,486615379.62977797,1663852023.7759998,2903579162.20653
East Asia & Pacific,,1978,,,,483155282.442106,1613134733.945,3081138279.63793
East Asia & Pacific,,1979,,,,512921464.705952,1630931592.68,3203041885.9694104
East Asia & Pacific,,1980,,,,545851569.932968,1649089510.217,3193797448.90909
East Asia & Pacific,,1981,,,,510791985.059594,1600263603.092,3161341919.27785
East Asia & Pacific,,1982,,,,666488204.916888,1932387464.922,3279927009.74151
East Asia & Pacific,,1983,,,,627646099.954282,1766201050.011,3379308411.8406897
East Asia & Pacific,,1984,,,,569782059.1348239,1651366945.796,3613904520.75003
East Asia & Pacific,,1985,,,,572951675.745296,1661511548.65,3782659941.5098
East Asia & Pacific,,1986,,,,609607772.020532,1748192112.6699998,3913007985.5406
East Asia & Pacific,,1987,,,,698078433.635058,1881576267.06,4093944878.05174
East Asia & Pacific,,1988,,,,629015158.4900141,1710169612.65,4421226098.11271
East Asia & Pacific,,1989,,,,621975625.574998,1730910557.24,4559018580.641609
East Asia & Pacific,,1990,,,,695526845.22724,1835031058.79,4703785131.673941
East Asia & Pacific,,1991,,,,769824748.867852,2008460741.98,4912997308.41039
East Asia & Pacific,,1992,,,,796572222.555512,2016171344.46,5156986824.39685
East Asia & Pacific,,1993,,,,716330068.2558091,1840629956.54,5447899737.18718
East Asia & Pacific,,1994,,,,793472097.9270179,1989736744.83,5758134253.89388
East Asia & Pacific,,1995,,,,772509819.671486,1891603105.9399998,6122092977.311501
East Asia & Pacific,,1996,,,,775584394.458588,1882973217.43,6413087368.97593
East Asia & Pacific,,1997,,,,1044260407.0942,2593521546.7,6523428282.42819
East Asia & Pacific,,1998,,,,851863522.806127,1961985433.76,6184239136.73583
East Asia & Pacific,,1999,,,,799496486.782333,1873672162.18,6313362346.52766
East Asia & Pacific,,2000,,,,773329676.2466,1821939899.08,6547512565.28968
East Asia & Pacific,,2001,,,,799884302.6944671,1898798539.39,6681613480.13782
East Asia & Pacific,,2002,,,,828090100.170105,2052437483.12,7132996323.1742
East Asia & Pacific,,2003,,,,775009467.338031,1983852580.97,7900304850.77778
East Asia & Pacific,,2004,,,,839895714.580963,2165409333.32,8716017438.56854
East Asia & Pacific,,2005,,,,875222741.270807,2291621375.2799997,9373914302.99666
East Asia & Pacific,,2006,,,,961837714.473058,2565922693.04,10029012417.9611
East Asia & Pacific,,2007,,,,865453113.13458,2359554585.5299997,10634881153.4338
East Asia & Pacific,,2008,,,,843545396.117068,2438316797.94,11224859741.2307
East Asia & Pacific,,2009,,,,914961075.164245,2581693354.81,11631078234.8174
East Asia & Pacific,,2010,77540288.69956459,23162913.4129868,293844301.546856,906938157.490632,2568023152.77,12584718184.7754
East Asia & Pacific,,2011,,,,929550767.5056139,2631497938.71764,13753828830.6651
East Asia & Pacific,,2012,,,,951651319.520597,2694982464.66527,14109486429.6155
East Asia & Pacific,,2013,,,,,,14258139274.6554
East Asia & Pacific,,2014,,,,,,14272114681.544899
East Asia & Pacific (IDA & IBRD),,1960,,,,,,840235650.9294521
East Asia & Pacific (IDA & IBRD),,1961,,,,,,613891598.67746
East Asia & Pacific (IDA & IBRD),,1962,,,,,,502163775.106671
East Asia & Pacific (IDA & IBRD),,1963,,,,,,499241075.540338
East Asia & Pacific (IDA & IBRD),,1964,,,,,,506014730.019963
East Asia & Pacific (IDA & IBRD),,1965,,,,,,550367064.2504079
East Asia & Pacific (IDA & IBRD),,1966,,,,,,607259426.4142209
East Asia & Pacific (IDA & IBRD),,1967,,,,,,527370800.183538
East Asia & Pacific (IDA & IBRD),,1968,,,,,,576144202.5260451
East Asia & Pacific (IDA & IBRD),,1969,,,,,,695341566.734543
East Asia & Pacific (IDA & IBRD),,1970,,,,272568840.901218,1203577188.7640002,901260455.866311
East Asia & Pacific (IDA & IBRD),,1971,,,,253650789.931146,1201062975.8339999,1014378719.01944
East Asia & Pacific (IDA & IBRD),,1972,,,,301375791.778118,1296864987.727,1075344126.91885
East Asia & Pacific (IDA & IBRD),,1973,,,,308057304.517614,1273993600.522,1127075241.20117
East Asia & Pacific (IDA & IBRD),,1974,,,,270176990.7256,1220010472.468,1143845862.61142
East Asia & Pacific (IDA & IBRD),,1975,,,,281864672.099648,1247936361.641,1309535054.67685
East Asia & Pacific (IDA & IBRD),,1976,,,,299306616.379246,1281774211.716,1371938049.1917999
East Asia & Pacific (IDA & IBRD),,1977,,,,360835810.17199796,1383811172.806,1513034241.6558402
East Asia & Pacific (IDA & IBRD),,1978,,,,366280121.185146,1346695258.415,1681565601.13718
East Asia & Pacific (IDA & IBRD),,1979,,,,384386539.40853196,1358566263.05,1723398638.18655
East Asia & Pacific (IDA & IBRD),,1980,,,,413170482.774748,1372264585.0770001,1700195550.13436
East Asia & Pacific (IDA & IBRD),,1981,,,,397646787.786984,1337511272.542,1689468660.2097998
East Asia & Pacific (IDA & IBRD),,1982,,,,540312373.273148,1659692898.332,1823967356.9561398
East Asia & Pacific (IDA & IBRD),,1983,,,,507370315.533302,1498521049.681,1924015317.3088899
East Asia & Pacific (IDA & IBRD),,1984,,,,449113147.489994,1380733023.076,2073392302.06341
East Asia & Pacific (IDA & IBRD),,1985,,,,435769177.682606,1377397894.66,2241919994.23195
East Asia & Pacific (IDA & IBRD),,1986,,,,479555053.929142,1468211242.3400002,2353387966.62745
East Asia & Pacific (IDA & IBRD),,1987,,,,576812973.3355379,1611083698.88,2509395452.91482
East Asia & Pacific (IDA & IBRD),,1988,,,,504580862.254014,1442210410.6000001,2692431034.49928
East Asia & Pacific (IDA & IBRD),,1989,,,,494277152.694198,1461471704.77,2744371185.61089
East Asia & Pacific (IDA & IBRD),,1990,,,,558925513.32474,1560488166.83,2822275911.3091197
East Asia & Pacific (IDA & IBRD),,1991,,,,628034818.926052,1731615947.1299999,3000749544.41512
East Asia & Pacific (IDA & IBRD),,1992,,,,657553701.613012,1744146775.0800002,3169692017.34189
East Asia & Pacific (IDA & IBRD),,1993,,,,581828715.146709,1574799862.3500001,3406537066.33466
East Asia & Pacific (IDA & IBRD),,1994,,,,644511962.110518,1714226595.85,3613810405.1258698
East Asia & Pacific (IDA & IBRD),,1995,,,,637325862.799876,1628597062,3938024749.20197
East Asia & Pacific (IDA & IBRD),,1996,,,,637475205.6130381,1621938060.3400002,4140365802.49949
East Asia & Pacific (IDA & IBRD),,1997,,,,899056543.2474439,2329137943.8900003,4197041246.59238
East Asia & Pacific (IDA & IBRD),,1998,,,,706195260.954877,1701623416.04,3957031467.2047796
East Asia & Pacific (IDA & IBRD),,1999,,,,654398123.465163,1612305334.33,3984699938.6173196
East Asia & Pacific (IDA & IBRD),,2000,,,,621336855.68855,1555054020.33,4127761887.82158
East Asia & Pacific (IDA & IBRD),,2001,,,,641793714.753267,1624127593.7,4270127082.9412203
East Asia & Pacific (IDA & IBRD),,2002,,,,689989033.873875,1782876544.97,4667705965
East Asia & Pacific (IDA & IBRD),,2003,,,,640830279.327671,1720672276.8300002,5417864155
East Asia & Pacific (IDA & IBRD),,2004,,,,704725317.503983,1900277176.86,6174732955
East Asia & Pacific (IDA & IBRD),,2005,,,,746802221.708367,2029921632.18,6864976032
East Asia & Pacific (IDA & IBRD),,2006,,,,839135930.7885181,2306623855.44,7498204593
East Asia & Pacific (IDA & IBRD),,2007,,,,723370888.8902099,2085479518.53,8058595533
East Asia & Pacific (IDA & IBRD),,2008,,,,722680847.465968,2178660067.34,8656697901
East Asia & Pacific (IDA & IBRD),,2009,,,,791954378.287995,2316877325.41,9156693351
East Asia & Pacific (IDA & IBRD),,2010,62525897.253888704,9967943.46877248,226278401.07016098,792638147.691022,2307150863.97,9973224241
East Asia & Pacific (IDA & IBRD),,2011,,,,813496496.9179319,2368814242.4097,11124104857
East Asia & Pacific (IDA & IBRD),,2012,,,,834354846.144842,2430478820.8494,11466488980
East Asia & Pacific (IDA & IBRD),,2013,,,,,,11598002268
East Asia & Pacific (IDA & IBRD),,2014,,,,,,11648078820
East Asia & Pacific (excluding high income),,1960,,,,,,852797324.739096
East Asia & Pacific (excluding high income),,1961,,,,,,623027469.934611
East Asia & Pacific (excluding high income),,1962,,,,,,509627282.751197
East Asia & Pacific (excluding high income),,1963,,,,,,506657051.945714
East Asia & Pacific (excluding high income),,1964,,,,,,513528312.000181
East Asia & Pacific (excluding high income),,1965,,,,,,558536952.80793
East Asia & Pacific (excluding high income),,1966,,,,,,616280889.930313
East Asia & Pacific (excluding high income),,1967,,,,,,535188909.564435
East Asia & Pacific (excluding high income),,1968,,,,,,584688577.325681
East Asia & Pacific (excluding high income),,1969,,,,,,705613356.1468359
East Asia & Pacific (excluding high income),,1970,,,,277074108.24357,1218589213.18,914610692.190821
East Asia & Pacific (excluding high income),,1971,,,,257483281.12144,1215594618.64,1029392067.24307
East Asia & Pacific (excluding high income),,1972,,,,305726257.02137,1311789774.03,1091262418.31868
East Asia & Pacific (excluding high income),,1973,,,,313384122.28562003,1289872254.3899999,1143764000.67468
East Asia & Pacific (excluding high income),,1974,,,,274469272.71948,1235534224.88,1160766994.52099
East Asia & Pacific (excluding high income),,1975,,,,286320601.97108,1263798112.23,1328935834.7084398
East Asia & Pacific (excluding high income),,1976,,,,304812150.16956997,1298208651.3600001,1392354619.5493898
East Asia & Pacific (excluding high income),,1977,,,,367711732.87657005,1401448661.1299999,1535491687.92939
East Asia & Pacific (excluding high income),,1978,,,,374428576.24241,1366458775.34,1706619674.3751302
East Asia & Pacific (excluding high income),,1979,,,,392308776.57624,1378739593.1899998,1749063881.64953
East Asia & Pacific (excluding high income),,1980,,,,421651812.66034,1393290274.93,1725480044.3005302
East Asia & Pacific (excluding high income),,1981,,,,405955779.19352,1358985048.36,1714592619.388
East Asia & Pacific (excluding high income),,1982,,,,548647038.90622,1681425581.99,1851104177.9067
East Asia & Pacific (excluding high income),,1983,,,,517940654.18234,1522066956.16,1952649422.0225499
East Asia & Pacific (excluding high income),,1984,,,,457873742.42912,1403501465.6,2104261931.94985
East Asia & Pacific (excluding high income),,1985,,,,444429947.72925,1400537547.99,2275308030.0714498
East Asia & Pacific (excluding high income),,1986,,,,488539836.77137005,1491371427.78,2388444194.24803
East Asia & Pacific (excluding high income),,1987,,,,586651522.60198,1634550661.7099998,2546786435.54007
East Asia & Pacific (excluding high income),,1988,,,,513868843.92868,1464864434.6499999,2732538932.23584
East Asia & Pacific (excluding high income),,1989,,,,502654353.09619004,1483035748.61,2785211735.6332
East Asia & Pacific (excluding high income),,1990,,,,568664177.45454,1582121374.6,2864274912.57923
East Asia & Pacific (excluding high income),,1991,,,,637252409.6875601,1752148612.23,3045419521.11213
East Asia & Pacific (excluding high income),,1992,,,,667751093.83763,1764651860.79,3216890329.3783703
East Asia & Pacific (excluding high income),,1993,,,,590994676.43782,1594042944.39,3457279919.9126
East Asia & Pacific (excluding high income),,1994,,,,650470487.5662501,1732550950.46,3667655240.2014403
East Asia & Pacific (excluding high income),,1995,,,,641691501.5886999,1646380873.8,3996721664.63895
East Asia & Pacific (excluding high income),,1996,,,,640731635.2605599,1639227710.3200002,4202090884.5458403
East Asia & Pacific (excluding high income),,1997,,,,902733219.3954101,2346325314.2200003,4259610791.8340497
East Asia & Pacific (excluding high income),,1998,,,,709130307.11289,1717445974.0800002,4016009108.6384
East Asia & Pacific (excluding high income),,1999,,,,657490363.54507,1629127579.7600002,4049087371.0991497
East Asia & Pacific (excluding high income),,2000,,,,624779414.31585,1572386949.36,4197275786.5954304
East Asia & Pacific (excluding high income),,2001,,,,645226064.66402,1641942748.47,4342204049.61638
East Asia & Pacific (excluding high income),,2002,,,,693204418.41882,1800365926.08,4736796182.7401905
East Asia & Pacific (excluding high income),,2003,,,,644068327.40575,1738493076.81,5488494260.489369
East Asia & Pacific (excluding high income),,2004,,,,708035096.1633201,1918618521.74,6246987452.70092
East Asia & Pacific (excluding high income),,2005,,,,750190554.29535,2049232139.75,6940455836.68431
East Asia & Pacific (excluding high income),,2006,,,,842463845.11854,2326075925.2200003,7575023449.75857
East Asia & Pacific (excluding high income),,2007,,,,726597744.6951499,2103493163.3600001,8122758080.99016
East Asia & Pacific (excluding high income),,2008,,,,725980399.34295,2197375075.86,8727787298.4927
East Asia & Pacific (excluding high income),,2009,,,,795203091.37531,2335369007.7200003,9227347391.84399
East Asia & Pacific (excluding high income),,2010,62644519.8328882,9986854.40349743,231388949.668225,795902579.82567,2325773587.96,10039666104.875101
East Asia & Pacific (excluding high income),,2011,,,,816793573.373927,2387623193.6396003,11172154622.868599
East Asia & Pacific (excluding high income),,2012,,,,837684566.922183,2449473999.3192,11515570100.0257
East Asia & Pacific (excluding high income),,2013,,,,,,11634035384.8109
East Asia & Pacific (excluding high income),,2014,,,,,,11688627327.0674
Ecuador,ECU,1960,,,,,,1763827
Ecuador,ECU,1961,,,,,,1646483
Ecuador,ECU,1962,,,,,,1565809
Ecuador,ECU,1963,,,,,,1796830
Ecuador,ECU,1964,,,,,,2145195
Ecuador,ECU,1965,,,,,,2277207
Ecuador,ECU,1966,,,,,,2420220
Ecuador,ECU,1967,,,,,,2592569
Ecuador,ECU,1968,,,,,,3116950
Ecuador,ECU,1969,,,,,,3593660
Ecuador,ECU,1970,,,,1997543.9,6620780,4283056
Ecuador,ECU,1971,,,,1882149.5,6037870,4224384
Ecuador,ECU,1972,,,,1997587.2999999998,6344840,4594751
Ecuador,ECU,1973,,,,2092050.4999999998,6577430,5262145
Ecuador,ECU,1974,,,,2144397.1,6776460,6090887
Ecuador,ECU,1975,,,,2191709.3,7028110,7363336
Ecuador,ECU,1976,,,,2490378.8,7224900,8111404
Ecuador,ECU,1977,,,,2631881.4000000004,7146960,7484347
Ecuador,ECU,1978,,,,2592325.4000000004,7052690,10425281
Ecuador,ECU,1979,,,,2732169.5,7535490,12167106
Ecuador,ECU,1980,,,,2842762,7814750,13443222
Ecuador,ECU,1981,,,,2865565.6,7974960,16692184.000000002
Ecuador,ECU,1982,,,,2954529.4,8150660,19288420
Ecuador,ECU,1983,,,,3030491.8,8055990,19556111
Ecuador,ECU,1984,,,,3160264,8898160,21257599
Ecuador,ECU,1985,,,,3040027.4,9307020,19431433
Ecuador,ECU,1986,,,,2920420.0999999996,10040600,15276722
Ecuador,ECU,1987,,,,2993053.1,9885960,15115374
Ecuador,ECU,1988,,,,3103813,10758300,17271570
Ecuador,ECU,1989,,,,3263618,10940300,20267509
Ecuador,ECU,1990,0,0,0,3194364,10987200,16827863
Ecuador,ECU,1991,,,,3377946,11385600,16497832.999999998
Ecuador,ECU,1992,,,,3526467,11984800,22280692
Ecuador,ECU,1993,,,,3737081,12625400,24205867
Ecuador,ECU,1994,,,,3928940,13789400,13652241
Ecuador,ECU,1995,,,,4063263,14257700,22841743
Ecuador,ECU,1996,,,,4208498,14535600,24191199
Ecuador,ECU,1997,,,,4432628,13883500,18360669
Ecuador,ECU,1998,,,,4292322,13643300,22460375
Ecuador,ECU,1999,,,,3997512,13615400,21495954
Ecuador,ECU,2000,0,0,19700,4070641,12850300,20718550
Ecuador,ECU,2001,,,,4263120,13291900,23116768
Ecuador,ECU,2002,,,,4463721,12961800,24950268
Ecuador,ECU,2003,,,,4448469,14226800,26967118
Ecuador,ECU,2004,,,,4588341,15334900,29046307
Ecuador,ECU,2005,0,0,62200,4561061,15134300,30263751
Ecuador,ECU,2006,,,,4523148,15134600,28859290
Ecuador,ECU,2007,,,,4534339,14932400,31888232
Ecuador,ECU,2008,0,0,86700,4490970,14780000,33868412
Ecuador,ECU,2009,,,,5060905,15488900,36068612
Ecuador,ECU,2010,0,0,104000,5328063,15476800,36460981
Ecuador,ECU,2011,,,,5381343.63,15631568,38609843
Ecuador,ECU,2012,,,,5434624.26,15786336,38140467
Ecuador,ECU,2013,,,,,,40997060
Ecuador,ECU,2014,,,,,,43919659
Egypt,EGY,1960,,,,,,16054126
Egypt,EGY,1961,,,,,,17088220
Egypt,EGY,1962,,,,,,18595357
Egypt,EGY,1963,,,,,,21554626
Egypt,EGY,1964,,,,,,25522320
Egypt,EGY,1965,,,,,,27641846
Egypt,EGY,1966,,,,,,26563748
Egypt,EGY,1967,,,,,,19677122
Egypt,EGY,1968,,,,,,22904082
Egypt,EGY,1969,,,,,,19695457
Egypt,EGY,1970,,,,7888601,20777600,21686638
Egypt,EGY,1971,,,,7987274,20622600,23047095
Egypt,EGY,1972,,,,8403201,20403800,25511319
Egypt,EGY,1973,,,,8248232,19836800,23795163
Egypt,EGY,1974,,,,8736389,20781700,26123708
Egypt,EGY,1975,,,,9028223,20993100,31099827
Egypt,EGY,1976,,,,9215215,21592500,34495469
Egypt,EGY,1977,,,,9508103,21185700,37865442
Egypt,EGY,1978,,,,9852699,21391400,39313907
Egypt,EGY,1979,,,,10028965,21161200,42947904
Egypt,EGY,1980,,,,14060081,20803500,45239779
Egypt,EGY,1981,,,,16566989.000000002,21127100,50978634
Egypt,EGY,1982,,,,18119934,21802000,56523138
Egypt,EGY,1983,,,,17876646,22093300,57091523
Egypt,EGY,1984,,,,16894659,22821100,63838803
Egypt,EGY,1985,,,,16994076,23176100,63937812
Egypt,EGY,1986,,,,18603875,23765700,74564778
Egypt,EGY,1987,,,,18463042,24594900,74810467
Egypt,EGY,1988,,,,18930491,24796300,74531775
Egypt,EGY,1989,,,,19152730,26028400,72181228
Egypt,EGY,1990,769700,1280800,0,19066922,26993400,75943570
Egypt,EGY,1991,,,,19079694,28154100,78715822
Egypt,EGY,1992,,,,22164411,29170000,81264387
Egypt,EGY,1993,,,,23095620,30346400,93156468
Egypt,EGY,1994,,,,23116855,30731900,85312755
Egypt,EGY,1995,,,,25388783,31508100,95723368
Egypt,EGY,1996,,,,21684531,31851300,102030608
Egypt,EGY,1997,,,,20626904,32661900,108202169
Egypt,EGY,1998,,,,20905966,31934000,122243112
Egypt,EGY,1999,,,,19963845,34649000,125393065
Egypt,EGY,2000,1107100,1363800,94700,19220000,35956500,141326180
Egypt,EGY,2001,,,,18925376,36709000,125451737
Egypt,EGY,2002,,,,18853828,39558300,127193562
Egypt,EGY,2003,,,,19685775,41953900,147963450
Egypt,EGY,2004,,,,21334138,43511000,150911718
Egypt,EGY,2005,1127300,1747100,315400,21955316,47959300,167207866
Egypt,EGY,2006,,,,22759673,49735300,178586567
Egypt,EGY,2007,,,,23883423,50232200,189092522
Egypt,EGY,2008,1323300,1859800,439700,24978343,52003100,198586385
Egypt,EGY,2009,,,,22594474,50895500,206734459
Egypt,EGY,2010,1457000,1903000,527000,24617813,50957600,202715427
Egypt,EGY,2011,,,,24863991.13,51467176,217163407
Egypt,EGY,2012,,,,25110169.259999998,51976752,217068065
Egypt,EGY,2013,,,,,,213412066
Egypt,EGY,2014,,,,,,201894019
El Salvador,SLV,1960,,,,,,619723
El Salvador,SLV,1961,,,,,,583053
El Salvador,SLV,1962,,,,,,649059
El Salvador,SLV,1963,,,,,,1125769
El Salvador,SLV,1964,,,,,,1232112
El Salvador,SLV,1965,,,,,,1041428.0000000001
El Salvador,SLV,1966,,,,,,1305452
El Salvador,SLV,1967,,,,,,1158772
El Salvador,SLV,1968,,,,,,1261448
El Salvador,SLV,1969,,,,,,1191775
El Salvador,SLV,1970,,,,1142415.0999999999,2238920,1430130
El Salvador,SLV,1971,,,,1215014,2137060,1510804
El Salvador,SLV,1972,,,,1242086.3,2204750,1679486
El Salvador,SLV,1973,,,,1244395.8,2093929.9999999998,1969179
El Salvador,SLV,1974,,,,1235697.2,2176640,1972846
El Salvador,SLV,1975,,,,1262006.9000000001,2237240,2108525
El Salvador,SLV,1976,,,,1372841.2000000002,2349110,2211201
El Salvador,SLV,1977,,,,1475001.7,2559490,2288208
El Salvador,SLV,1978,,,,1584729.3,2673690,2390884
El Salvador,SLV,1979,,,,1393617.4000000001,2751860,2390884
El Salvador,SLV,1980,,,,1242077,2545590,2134194
El Salvador,SLV,1981,,,,1298593.1,2415210,1833500
El Salvador,SLV,1982,,,,1109124.2,2258990,1767494
El Salvador,SLV,1983,,,,1190682.1,2248440,1903173
El Salvador,SLV,1984,,,,1089820.5,2293360,1606146
El Salvador,SLV,1985,,,,1249737.1,2381650,1987514
El Salvador,SLV,1986,,,,1189091.7999999998,2396050,1991181
El Salvador,SLV,1987,,,,1310763.7,2465080,2449556
